V (mL),pH,0,1
22.471401511521243,11.157850836293855,-2.7455730744474494e-10,1.3554300043461254e-10
23.012034430543665,11.261093079655865,-1.6751018974692222e-10,7.749109687260614e-11
23.702820356474223,11.364335323017878,-8.743123239285389e-11,3.2191622631461136e-11
24.587384805323516,11.467577566379887,-4.324761035401359e-11,3.215613539331308e-12
25.723245776867255,11.5708198097419,-3.6343299897323433e-11,-1.0166435401859353e-11
27.18706745966375,11.67406205310391,-5.702015248854053e-11,-1.3864631664972649e-11
29.082468123781158,11.777304296465923,-8.508833221343437e-11,-1.539655555826691e-11
31.552021043035122,11.880546539827932,-9.341211484881207e-11,-1.5942898043408427e-11
34.79643551263948,11.983788783189945,-5.407822106784366e-11,-1.0177594010618574e-11
39.106635535361754,12.087031026551955,-5.1725700112026374e-11,2.20615799934043e-11
44.920327918752896,12.190273269913968,-2.8510450944541077e-11,8.602846733596348e-12
52.92825252156731,12.293515513275977,-4.219066068733568e-11,-1.0955400649159674e-11
64.28983703079105,12.396757756637987,-4.663239516755624e-10,-9.347460045577849e-11
81.11663468530392,12.5,-1.304512053934559e-15,-3.0097452308197603e-16
